id,func_name,input_text,target_text
303,splitroot,Summarize Python: def splitroot(p):,"Split a pathname into drive, root and tail. On Posix, drive is always empty; the root may be empty, a single slash, or two slashes. The tail contains anything after the root. For example:."
304,basename,Summarize Python: def basename(p):,Returns the final component of a pathname.
305,dirname,Summarize Python: def dirname(p):,Returns the directory component of a pathname.
306,isjunction,Summarize Python: def isjunction(path):,Test whether a path is a junction Junctions are not a part of posix semantics.
307,lexists,Summarize Python: def lexists(path):,Test whether a path exists.  Returns True for broken symbolic links.
308,ismount,Summarize Python: def ismount(path):,Test whether a path is a mount point.
309,expanduser,Summarize Python: def expanduser(path):,"Expand ~ and ~user constructions.  If user or $HOME is unknown, do nothing."
310,expandvars,Summarize Python: def expandvars(path):,Expand shell variables of form $var and ${var}.  Unknown variables are left unchanged.
311,abspath,Summarize Python: def abspath(path):,Return an absolute path.
312,realpath,"Summarize Python: def realpath(filename, *, strict=False):","Return the canonical path of the specified filename, eliminating any symbolic links encountered in the path."
313,relpath,"Summarize Python: def relpath(path, start=None):",Return a relative version of a path.
314,commonpath,Summarize Python: def commonpath(paths):,"Given a sequence of path names, returns the longest common sub-path."
315,normpath,Summarize Python: def normpath(path):,"Normalize path, eliminating double slashes, etc."
316,guess_type,"Summarize Python: def guess_type(url, strict=True):",Guess the type of a file based on its URL.
317,guess_all_extensions,"Summarize Python: def guess_all_extensions(type, strict=True):",Guess the extensions for a file based on its MIME type.
318,guess_extension,"Summarize Python: def guess_extension(type, strict=True):",Guess the extension for a file based on its MIME type.
319,add_type,"Summarize Python: def add_type(type, ext, strict=True):",Add a mapping between a type and an extension.
320,guess_type,"Summarize Python: def guess_type(self, url, strict=True):",Guess the type of a file which is either a URL or a path-like object.
321,read,"Summarize Python: def read(self, filename, strict=True):","Read a single mime.types-format file, specified by pathname."
322,readfp,"Summarize Python: def readfp(self, fp, strict=True):",Read a single mime.types-format file.
323,read_windows_registry,"Summarize Python: def read_windows_registry(self, strict=True):",Load the MIME types database from Windows registry.
324,find_spec,"Summarize Python: def find_spec(self, fullname, target=None):",Create a ModuleSpec for the specified module.
325,get_code,"Summarize Python: def get_code(self, fullname):",get_code(fullname) -> code object.
326,get_data,"Summarize Python: def get_data(self, pathname):",get_data(pathname) -> string with file data.
327,get_filename,"Summarize Python: def get_filename(self, fullname):",get_filename(fullname) -> filename string.
328,get_source,"Summarize Python: def get_source(self, fullname):",get_source(fullname) -> source string.
329,is_package,"Summarize Python: def is_package(self, fullname):",is_package(fullname) -> bool.
330,load_module,"Summarize Python: def load_module(self, fullname):",load_module(fullname) -> module.
331,get_resource_reader,"Summarize Python: def get_resource_reader(self, fullname):",Return the ResourceReader for a package in a zip file.
332,invalidate_caches,Summarize Python: def invalidate_caches(self):,Reload the file data of the archive path.
333,get_makefile_filename,Summarize Python: def get_makefile_filename():,Return the path of the Makefile.
334,parse_config_h,"Summarize Python: def parse_config_h(fp, vars=None):",Parse a config.h-style file.
335,get_config_h_filename,Summarize Python: def get_config_h_filename():,Return the path of pyconfig.h.
336,get_scheme_names,Summarize Python: def get_scheme_names():,Return a tuple containing the schemes names.
337,get_path_names,Summarize Python: def get_path_names():,Return a tuple containing the paths names.
338,get_paths,"Summarize Python: def get_paths(scheme=get_default_scheme(), vars=None, expand=True):",Return a mapping containing an install scheme.
339,get_path,"Summarize Python: def get_path(name, scheme=get_default_scheme(), vars=None, expand=True):",Return a path corresponding to the scheme.
340,get_config_vars,Summarize Python: def get_config_vars(*args):,"With no arguments, return a dictionary of all configuration variables relevant for the current platform."
341,get_config_var,Summarize Python: def get_config_var(name):,Return the value of a single variable using the dictionary returned by 'get_config_vars()'.
342,get_platform,Summarize Python: def get_platform():,Return a string that identifies the current platform.
343,expand_makefile_vars,"Summarize Python: def expand_makefile_vars(s, vars):","Expand Makefile-style variables -- ""${foo}"" or ""$(foo)"" -- in 'string' according to 'vars' (a dictionary mapping variable names to values)."
344,ip_address,Summarize Python: def ip_address(address):,Take an IP string/int and return an object of the correct type.
345,ip_network,"Summarize Python: def ip_network(address, strict=True):",Take an IP string/int and return an object of the correct type.
346,ip_interface,Summarize Python: def ip_interface(address):,Take an IP string/int and return an object of the correct type.
347,v4_int_to_packed,Summarize Python: def v4_int_to_packed(address):,Represent an address as 4 packed bytes in network (big-endian) order.
348,v6_int_to_packed,Summarize Python: def v6_int_to_packed(address):,Represent an address as 16 packed bytes in network (big-endian) order.
349,summarize_address_range,"Summarize Python: def summarize_address_range(first, last):",Summarize a network range given the first and last IP addresses.
350,collapse_addresses,Summarize Python: def collapse_addresses(addresses):,Collapse a list of IP objects.
351,get_mixed_type_key,Summarize Python: def get_mixed_type_key(obj):,Return a key suitable for sorting between networks and addresses.
352,exploded,Summarize Python: @property:,Return the longhand version of the IP address as a string.
353,compressed,Summarize Python: @property:,Return the shorthand version of the IP address as a string.
354,reverse_pointer,Summarize Python: @property:,"The name of the reverse DNS pointer for the IP address, e.g.: >>> ipaddress.ip_address(""127.0.0.1"").reverse_pointer '1.0.0.127.in-addr.arpa' >>> ipaddress.ip_address(""2001:db8::1"").reverse_pointer '1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.b.d.0.1.0.0.2.ip6.arpa'."
355,hosts,Summarize Python: def hosts(self):,Generate Iterator over usable hosts in a network.
356,overlaps,"Summarize Python: def overlaps(self, other):",Tell if self is partly contained in other.
357,num_addresses,Summarize Python: @property:,Number of hosts in the current subnet.
358,address_exclude,"Summarize Python: def address_exclude(self, other):",Remove an address from a larger block.
359,compare_networks,"Summarize Python: def compare_networks(self, other):",Compare two IP objects.
360,subnets,"Summarize Python: def subnets(self, prefixlen_diff=1, new_prefix=None):",The subnets which join to make the current subnet.
361,supernet,"Summarize Python: def supernet(self, prefixlen_diff=1, new_prefix=None):",The supernet containing the current network.
362,is_multicast,Summarize Python: @property:,Test if the address is reserved for multicast use.
363,subnet_of,"Summarize Python: def subnet_of(self, other):",Return True if this network is a subnet of other.
364,supernet_of,"Summarize Python: def supernet_of(self, other):",Return True if this network is a supernet of other.
365,is_reserved,Summarize Python: @property:,Test if the address is otherwise IETF reserved.
366,is_link_local,Summarize Python: @property:,Test if the address is reserved for link-local.
367,is_private,Summarize Python: @property:,Test if this network belongs to a private range.
368,is_global,Summarize Python: @property:,Test if this address is allocated for public networks.
369,is_unspecified,Summarize Python: @property:,Test if the address is unspecified.
370,is_loopback,Summarize Python: @property:,Test if the address is a loopback address.
